id,imdb_id,title,release_date,spoken_languages,genres1,genres2,genres3,genres4,genres5,runtime,production_companies,production_countries,budget,revenue,overview,tagline,vote_count,homepage,popularity,Unnamed: 0,actors,boxoffice,director,poster_link,production_company,vote_average,vote_average (%),Internet_Movie_Database_rating,Rotten_Tomatoes_rating,Metacritic_rating,rating_average,writer
419430,tt5052448,Get Out,2/24/2017,"[{'iso_639_1': 'en', 'name': 'English'}", Mystery, Thriller,Horror,,,104,"[{'name': 'Blumhouse Productions', 'id': 3172}, {'name': 'QC Entertainment', 'id': 72725}, {'name': 'Monkeypaw Productions', 'id': 88934}","[{'iso_3166_1': 'US', 'name': 'United States of America'}",5000000,252434250,"Chris and his girlfriend Rose go upstate to visit her parents for the weekend. At first, Chris reads the family's overly accommodating behavior as nervous attempts to deal with their daughter's interracial relationship, but as the weekend progresses, a series of increasingly disturbing discoveries lead him to a truth that he never could have imagined.","Just because you're invited, doesn't mean you're welcome.",2978,http://www.getoutfilm.com/,36.894806,159,"Daniel Kaluuya, Allison Williams, Catherine Keener, Bradley Whitford","$175,428,355 ",Jordan Peele,https://m.media-amazon.com/images/M/MV5BMjUxMDQwNjcyNl5BMl5BanBnXkFtZTgwNzcwMzc0MTI@._V1_SX300.jpg,Universal Pictures,7.2,72%,77%,98%,84%,83%,Jordan Peele
263115,tt3315342,Logan,2/28/2017,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}", Action, Drama,Science Fiction,,,137,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': ""Donners' Company"", 'id': 431}, {'name': 'Marvel Entertainment', 'id': 7505}, {'name': 'TSG Entertainment', 'id': 22213}","[{'iso_3166_1': 'US', 'name': 'United States of America'}",97000000,616801808,"In the near future, a weary Logan cares for an ailing Professor X in a hideout on the Mexican border. But Logan's attempts to hide from the world and his legacy are upended when a young mutant arrives, pursued by dark forces.",His time has come,6310,http://www.foxmovies.com/movies/logan,54.581997,160,"Hugh Jackman, Patrick Stewart, Dafne Keen, Boyd Holbrook","$226,276,809 ",James Mangold,https://m.media-amazon.com/images/M/MV5BYzc5MTU4N2EtYTkyMi00NjdhLTg3NWEtMTY4OTEyMzJhZTAzXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,20th Century Fox,7.6,76%,81%,93%,77%,82%,"James Mangold (story by), Scott Frank (screenplay by), James Mangold (screenplay by), Michael Green (screenplay by)"
397837,tt1691916,Before I Fall,3/2/2017,"[{'iso_639_1': 'en', 'name': 'English'}", Mystery, Drama,Thriller,,,98,"[{'name': 'Jon Shestack Productions', 'id': 10991}, {'name': 'Awesomeness Films', 'id': 63484}","[{'iso_3166_1': 'US', 'name': 'United States of America'}",5000000,10025571,"Samantha Kingston has everything. Then, everything changes. After one fateful night, she wakes up with no future at all. Trapped into reliving the same day over and over, she begins to question just how perfect her life really was.",What if today was the only day of the rest of your life?,651,http://www.beforeifallfilm.com/,38.995136,161,"Zoey Deutch, Halston Sage, Logan Miller, Kian Lawley","$12,230,741 ",Ry Russo-Young,https://m.media-amazon.com/images/M/MV5BNDYwOTY0MDI2OV5BMl5BanBnXkFtZTgwOTE5NzM2MDI@._V1_SX300.jpg,Open Road Films,6.8,68%,64%,63%,58%,63%,"Maria Maggenti (screenplay by), Lauren Oliver (based on the novel by)"
345938,tt2872518,The Shack,3/3/2017,"[{'iso_639_1': 'en', 'name': 'English'}", Drama, Fantasy,,,,132,"[{'name': 'Summit Entertainment', 'id': 491}, {'name': 'Netter Productions', 'id': 32555}","[{'iso_3166_1': 'US', 'name': 'United States of America'}",20000000,57330873,"After suffering a family tragedy, Mack Phillips spirals into a deep depression causing him to question his innermost beliefs. Facing a crisis of faith, he receives a mysterious letter urging him to an abandoned shack deep in the Oregon wilderness. Despite his doubts, Mack journeys to the shack and encounters an enigmatic trio of strangers led by a woman named Papa. Through this meeting, Mack finds important truths that will transform his understanding of his tragedy and change his life forever.",You're never as alone as you think.,330,http://www.theshack.movie,16.392712,162,"Sam Worthington, Octavia Spencer, Tim McGraw, Radha Mitchell","$57,330,873 ",Stuart Hazeldine,https://m.media-amazon.com/images/M/MV5BMjI3MDMxNzcxNl5BMl5BanBnXkFtZTgwODc4MzkwOTE@._V1_SX300.jpg,Lionsgate,6.9,69%,63%,20%,32%,46%,"John Fusco (screenplay by), Andrew Lanham (screenplay by), Destin Daniel Cretton (screenplay by), William P. Young (based on the book by), Wayne Jacobsen (in collaboration with), Brad Cummings (in collaboration with)"
293167,tt3731562,Kong: Skull Island,3/8/2017,"[{'iso_639_1': 'en', 'name': 'English'}", Action, Adventure,Fantasy,,,118,"[{'name': 'Legendary Pictures', 'id': 923}, {'name': 'Warner Bros.', 'id': 6194}","[{'iso_3166_1': 'US', 'name': 'United States of America'}",185000000,566652812,"Explore the mysterious and dangerous home of the king of the apes as a team of explorers ventures deep inside the treacherous, primordial island.",All hail the king,3161,http://kongskullislandmovie.com/,29.429112,163,"Tom Hiddleston, Samuel L. Jackson, Brie Larson, John C. Reilly","$167,986,460 ",Jordan Vogt-Roberts,https://m.media-amazon.com/images/M/MV5BMTUwMzI5ODEwNF5BMl5BanBnXkFtZTgwNjAzNjI2MDI@._V1_SX300.jpg,Warner Bros. Pictures/Legendary Pictures,6.2,62%,66%,75%,62%,66%,"Dan Gilroy (screenplay by), Max Borenstein (screenplay by), Derek Connolly (screenplay by), John Gatins (story by)"
321612,tt2771200,Beauty and the Beast,3/16/2017,"[{'iso_639_1': 'en', 'name': 'English'}", Family, Fantasy,Romance,,,129,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Mandeville Films', 'id': 10227}","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}",160000000,1262886337,A live-action adaptation of Disney's version of the classic 'Beauty and the Beast' tale of a cursed prince and a beautiful young woman who helps him break the spell.,Be our guest.,5530,http://movies.disney.com/beauty-and-the-beast-2017,287.253654,164,"Emma Watson, Dan Stevens, Luke Evans, Josh Gad","$503,974,884 ",Bill Condon,https://m.media-amazon.com/images/M/MV5BMTUwNjUxMTM4NV5BMl5BanBnXkFtZTgwODExMDQzMTI@._V1_SX300.jpg,Walt Disney Pictures,6.8,68%,72%,71%,65%,69%,"Stephen Chbosky (screenplay by), Evan Spiliotopoulos (screenplay by), Linda Woolverton (based on the 1991 animated film ""Beauty and the Beast"" animation screenplay by)"
330947,tt2062700,Song to Song,3/17/2017,"[{'iso_639_1': 'en', 'name': 'English'}", Drama, Music,Romance,,,129,"[{'name': 'FilmNation Entertainment', 'id': 7493}, {'name': 'Buckeye Pictures', 'id': 43155}, {'name': 'Broad Green Pictures', 'id': 49389}","[{'iso_3166_1': 'US', 'name': 'United States of America'}",10000000,443684,"In this modern love story set against the Austin, Texas music scene, two entangled couples — struggling songwriters Faye and BV, and music mogul Cook and the waitress whom he ensnares — chase success through a rock ‘n’ roll landscape of seduction and betrayal.",Love. Obsession. Betrayal.,179,http://www.songtosongmovie.com/,12.928712,165,"Ryan Gosling, Rooney Mara, Michael Fassbender, Natalie Portman","$421,856 ",Terrence Malick,https://m.media-amazon.com/images/M/MV5BNzI1MTg0MzEyOF5BMl5BanBnXkFtZTgwNzk4Mjk0MTI@._V1_SX300.jpg,Broad Green Pictures,5.4,54%,57%,43%,54%,52%,Terrence Malick
395992,tt5442430,Life,3/22/2017,"[{'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ja', 'name': '日本語'}", Horror, Science Fiction,Thriller,,,103,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Skydance Productions', 'id': 6277}, {'name': 'Sony Pictures Entertainment (SPE)', 'id': 7431}, {'name': 'Nvizage', 'id': 82925}","[{'iso_3166_1': 'US', 'name': 'United States of America'}",58000000,100541806,"The six-member crew of the International Space Station is tasked with studying a sample from Mars that may be the first proof of extra-terrestrial life, which proves more intelligent than ever expected.",Be careful what you search for,1959,http://www.lifemovie.com/,36.263803,166,"Hiroyuki Sanada, Ryan Reynolds, Rebecca Ferguson, Jake Gyllenhaal","$30,180,466 ",Daniel Espinosa,https://m.media-amazon.com/images/M/MV5BMzAwMmQxNTctYjVmYi00MDdlLWEzMWUtOTE5NTRiNDhhNjI2L2ltYWdlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,Skydance Films,6.3,63%,66%,67%,54%,63%,"Rhett Reese, Paul Wernick"
295693,tt3874544,The Boss Baby,3/23/2017,"[{'iso_639_1': 'en', 'name': 'English'}", Animation, Comedy,Family,,,97,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'DreamWorks Animation', 'id': 521}","[{'iso_3166_1': 'US', 'name': 'United States of America'}",125000000,498814908,"A story about how a new baby's arrival impacts a family, told from the point of view of a delightfully unreliable narrator, a wildly imaginative 7 year old named Tim.",Born leader,2336,http://www.dreamworks.com/thebossbaby/,13.392824,167,"Alec Baldwin, Steve Buscemi, Jimmy Kimmel, Lisa Kudrow","$174,996,080 ",Tom McGrath,https://m.media-amazon.com/images/M/MV5BMTg5MzUxNzgxNV5BMl5BanBnXkFtZTgwMTM2NzQ3MjI@._V1_SX300.jpg,DreamWorks Animation,6.1,61%,63%,52%,50%,57%,"Michael McCullers, Marla Frazee (based on the book by)"
305470,tt3717490,Power Rangers,3/23/2017,"[{'iso_639_1': 'en', 'name': 'English'}", Action, Adventure,Science Fiction,,,124,"[{'name': 'Lionsgate', 'id': 1632}, {'name': 'Saban Brands', 'id': 11305}","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'CA', 'name': 'Canada'}",100000000,142337240,"Saban's Power Rangers follows five ordinary teens who must become something extraordinary when they learn that their small town of Angel Grove — and the world — is on the verge of being obliterated by an alien threat. Chosen by destiny, our heroes quickly discover they are the only ones who can save the planet. But to do so, they will have to overcome their real-life issues and before it’s too late, band together as the Power Rangers.",Together we are more,1321,http://www.powerrangers.movie/,23.247298,168,"Dacre Montgomery, Naomi Scott, RJ Cyler, Ludi Lin","$85,275,488 ",Dean Israelite,https://m.media-amazon.com/images/M/MV5BMTU1MTkxNzc5NF5BMl5BanBnXkFtZTgwOTM2Mzk3MTI@._V1_SX300.jpg,Lionsgate Films,6.3,63%,60%,49%,44%,54%,"John Gatins (screenplay by), Matt Sazama (story by), Burk Sharpless (story by), Michele Mulroney (story by), Kieran Mulroney (story by), Haim Saban (based upon ""Power Rangers"" created by), Saburo Yatsude (television series: ""Super Sentai""), Shôtarô Ishinomori (television series: ""Super Sentai"")"
417644,tt0493405,CHiPS,3/23/2017,"[{'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'en', 'name': 'English'}", Action, Comedy,Crime,,,100,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Primate Pictures', 'id': 10424}","[{'iso_3166_1': 'US', 'name': 'United States of America'}",25000000,26800152,The adventures of two California Highway Patrol motorcycle officers as they make their rounds on the freeways of Los Angeles.,Chip Happens,277,http://chipsthemovie.com,12.238061,169,"Michael Peña, Dax Shepard, Vincent D'Onofrio, Rosa Salazar","$18,591,819 ",Dax Shepard,https://m.media-amazon.com/images/M/MV5BZTliN2IyMTctYTliOS00ZTJiLTkxN2YtNDg1YTJiZTA4MTVlL2ltYWdlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,Warner Bros. Pictures,6.2,62%,60%,17%,28%,42%,"Rick Rosner (based on the television series created by), Dax Shepard"
315837,tt1219827,Ghost in the Shell,3/29/2017,"[{'iso_639_1': 'ja', 'name': '日本語'}, {'iso_639_1': 'en', 'name': 'English'}", Action, Science Fiction,Thriller,,,107,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Shanghai Film Group', 'id': 3407}, {'name': 'Reliance Entertainment', 'id': 7294}, {'name': 'Arad Productions', 'id': 14439}, {'name': 'Grosvenor Park Productions', 'id': 17449}, {'name': 'Steven Paul Production', 'id': 44311}, {'name': 'Huahua Media', 'id': 83645}, {'name': 'Seaside Entertainment', 'id': 88981}, {'name': 'Amblin Partners', 'id': 92138}, {'name': 'Weying Galaxy Entertainment', 'id': 93466}","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'NZ', 'name': 'New Zealand'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'IN', 'name': 'India'}, {'iso_3166_1': 'CN', 'name': 'China'}, {'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'HK', 'name': 'Hong Kong'}",110000000,169801921,"In the near future, Major is the first of her kind: a human saved from a terrible crash, then cyber-enhanced to be a perfect soldier devoted to stopping the world's most dangerous criminals.",There's nothing sadder than a puppet without a ghost.,2547,http://www.ghostintheshellmovie.com/,68.726676,170,"Scarlett Johansson, Pilou Asbæk, Takeshi Kitano, Juliette Binoche","$40,533,014 ",Rupert Sanders,https://m.media-amazon.com/images/M/MV5BMzJiNTI3MjItMGJiMy00YzA1LTg2MTItZmE1ZmRhOWQ0NGY1XkEyXkFqcGdeQXVyOTk4MTM0NQ@@._V1_SX300.jpg,Paramount Pictures,5.9,59%,64%,43%,52%,55%,"Shirow Masamune (based on the comic ""The Ghost in the Shell"" by), Jamie Moss (screenplay by), William Wheeler (screenplay by), Ehren Kruger (screenplay by)"
289222,tt1730768,The Zookeeper's Wife,3/31/2017,"[{'iso_639_1': 'en', 'name': 'English'}", Drama, History,,,,126,"[{'name': 'Scion Films', 'id': 7419}, {'name': 'LD Entertainment', 'id': 10285}, {'name': 'Czech Anglo Productions', 'id': 20473}","[{'iso_3166_1': 'CZ', 'name': 'Czech Republic'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}",20000000,13162475,"The account of keepers of the Warsaw Zoo, Jan and Antonina Zabinski, who helped save hundreds of people and animals during the Nazi invasion.",They gave all they had to save all they could,160,http://www.focusfeatures.com/thezookeeperswife/,13.655178,171,"Jessica Chastain, Johan Heldenbergh, Daniel Brühl, Timothy Radford","$17,407,536 ",Niki Caro,https://m.media-amazon.com/images/M/MV5BNTY3YmZmYmMtZjc3Zi00N2VjLWE5ZGMtN2M0ODkzOGQ5M2UyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTk1MTQ3NDI@._V1_SX300.jpg,Focus Features,7.1,71%,70%,62%,57%,65%,"Angela Workman (screenplay), Diane Ackerman (based on the book by)"
337339,tt4630562,The Fate of the Furious,4/12/2017,"[{'iso_639_1': 'en', 'name': 'English'}", Action, Crime,Thriller,,,136,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Original Film', 'id': 333}, {'name': 'One Race Films', 'id': 7154}","[{'iso_3166_1': 'US', 'name': 'United States of America'}",250000000,1238764765,"When a mysterious woman seduces Dom into the world of crime and a betrayal of those closest to him, the crew face trials that will test them as never before.",Family no more,3803,http://www.fastandfurious.com/,48.573287,172,"Vin Diesel, Jason Statham, Dwayne Johnson, Michelle Rodriguez","$225,697,400 ",F. Gary Gray,https://m.media-amazon.com/images/M/MV5BMjMxODI2NDM5Nl5BMl5BanBnXkFtZTgwNjgzOTk1MTI@._V1_SX300.jpg,Universal Pictures,6.8,68%,67%,67%,56%,65%,"Gary Scott Thompson (based on characters created by), Chris Morgan"
283995,tt3896198,Guardians of the Galaxy Vol. 2,4/19/2017,"[{'iso_639_1': 'en', 'name': 'English'}", Action, Adventure,Comedy,Science Fiction,,137,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Marvel Studios', 'id': 420}","[{'iso_3166_1': 'US', 'name': 'United States of America'}",200000000,863416141,The Guardians must fight to keep their newfound family together as they unravel the mysteries of Peter Quill's true parentage.,Obviously.,4858,http://marvel.com/movies/movie/221/guardians_of_the_galaxy_vol_2,185.330992,173,"Chris Pratt, Zoe Saldana, Dave Bautista, Vin Diesel","$389,804,217 ",James Gunn,https://m.media-amazon.com/images/M/MV5BMTg2MzI1MTg3OF5BMl5BanBnXkFtZTgwNTU3NDA2MTI@._V1_SX300.jpg,Walt Disney Pictures,7.6,76%,77%,84%,67%,76%,"James Gunn, Dan Abnett (based on the Marvel comics by), Andy Lanning (based on the Marvel comics by), Steve Englehart (Star-Lord created by), Steve Gan (Star-Lord created by), Jim Starlin (Gamora and Drax created by), Stan Lee (Groot created by), Larry Lieber (Groot created by), Jack Kirby (Groot created by), Bill Mantlo (Rocket Raccoon created by), Keith Giffen (Rocket Raccoon created by), Steve Gerber (Howard the Duck created by), Val Mayerik (Howard the Duck created by)"
443319,tt6574272,Phoenix Forgotten,4/21/2017,"[{'iso_639_1': 'en', 'name': 'English'}", Horror, Mystery,Science Fiction,,,80,"[{'name': 'Scott Free Productions', 'id': 1645}, {'name': 'Cinelou Films', 'id': 39644}","[{'iso_3166_1': 'US', 'name': 'United States of America'}",2800000,3600000,"20 years after three teenagers disappeared in the wake of mysterious lights appearing above Phoenix, Arizona, unseen footage from that night has been discovered, chronicling the final hours of their fateful expedition.",Based on Shocking Untold True Events,52,http://phoenixforgotten.com/,12.560942,174,"Florence Hartigan, Luke Spencer Roberts, Chelsea Lopez, Justin Matthews","$3,599,570 ",Justin Barber,https://m.media-amazon.com/images/M/MV5BMTUxODEyNjEzNl5BMl5BanBnXkFtZTgwMDQyMTM2MTI@._V1_SX300.jpg,Cinelou Films,5.7,57%,52%,41%,33%,46%,"T.S. Nowlin, Justin Barber"
339988,tt4287320,The Circle,4/27/2017,"[{'iso_639_1': 'en', 'name': 'English'}", Drama, Thriller,Science Fiction,,,110,"[{'name': 'Likely Story', 'id': 1785}, {'name': 'Playtone', 'id': 4171}, {'name': 'Image Nation', 'id': 53299}","[{'iso_3166_1': 'US', 'name': 'United States of America'}",18000000,20497844,"A young tech worker takes a job at a greedy Internet corporation, quickly rises up the company's ranks, and soon finds herself in a perilous situation concerning privacy, surveillance and freedom. She comes to learn that her decisions and actions will have no effect whatsoever.",Knowing is good. Knowing everything is better.,1015,http://wearethecircle.com/,88.439243,175,"Emma Watson, Ellar Coltrane, Glenne Headly, Bill Paxton","$20,476,300 ",James Ponsoldt,https://m.media-amazon.com/images/M/MV5BMjY2OTM2Njc3Ml5BMl5BanBnXkFtZTgwNDgzODU3MTI@._V1_SX300.jpg,EuropaCorp / STXfilms,5.4,54%,53%,15%,43%,41%,"James Ponsoldt (screenplay by), Dave Eggers (screenplay by), Dave Eggers (based on the novel by)"
274857,tt1972591,King Arthur: Legend of the Sword,4/27/2017,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'th', 'name': 'ภาษาไทย'}", Action, Drama,Fantasy,,,126,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Weed Road Pictures', 'id': 433}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Wigram Productions', 'id': 23202}, {'name': 'Safehouse Pictures', 'id': 25577}","[{'iso_3166_1': 'US', 'name': 'United States of America'}",175000000,146175066,"When the child Arthur’s father is murdered, Vortigern, Arthur’s uncle, seizes the crown. Robbed of his birthright and with no idea who he truly is, Arthur comes up the hard way in the back alleys of the city. But once he pulls the sword Excalibur from the stone, his life is turned upside down and he is forced to acknowledge his true legacy... whether he likes it or not.",From nothing comes a King,1506,http://kingarthurmovie.com,44.251369,176,"Charlie Hunnam, Astrid Bergès-Frisbey, Jude Law, Djimon Hounsou","$39,037,047 ",Guy Ritchie,https://m.media-amazon.com/images/M/MV5BMjM3ODY3Njc5Ml5BMl5BanBnXkFtZTgwMjQ5NjM5MTI@._V1_SX300.jpg,Warner Bros. Pictures,6.5,65%,68%,31%,41%,51%,"Joby Harold (screenplay by), Guy Ritchie (screenplay by), Lionel Wigram (screenplay by), David Dobkin (story by), Joby Harold (story by)"
126889,tt2316204,Alien: Covenant,5/9/2017,"[{'iso_639_1': 'en', 'name': 'English'}", Horror, Science Fiction,Thriller,,,122,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Scott Free Productions', 'id': 1645}, {'name': 'Brandywine Productions', 'id': 19747}, {'name': 'TSG Entertainment', 'id': 22213}","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'NZ', 'name': 'New Zealand'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}",97000000,232380243,"Bound for a remote planet on the far side of the galaxy, the crew of the colony ship 'Covenant' discovers what is thought to be an uncharted paradise, but is actually a dark, dangerous world – which has its sole inhabitant the 'synthetic', David, survivor of the doomed Prometheus expedition.",The path to paradise begins in hell.,2677,https://alienuniverse.com/alien-covenant,72.884078,177,"Michael Fassbender, Katherine Waterston, Billy Crudup, Danny McBride","$74,255,908 ",Ridley Scott,https://m.media-amazon.com/images/M/MV5BYzVkMjRhNzctOGQxMC00OGE2LWJhN2EtNmYyODRiMDNlM2ZmXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,20th Century Fox,5.7,57%,64%,66%,65%,63%,"Dan O'Bannon (based on characters created by), Ronald Shusett (based on characters created by), Jack Paglen (story by), Michael Green (story by), John Logan (screenplay by), Dante Harper (screenplay by)"
339846,tt1469304,Baywatch,5/12/2017,"[{'iso_639_1': 'en', 'name': 'English'}", Action, Comedy,,,,116,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Montecito Picture Company, The', 'id': 4607}, {'name': 'Flynn Picture Company', 'id': 34081}, {'name': 'Fremantle Productions', 'id': 62029}, {'name': 'Seven Bucks Productions', 'id': 73669}, {'name': 'Skydance Media', 'id': 82819}, {'name': 'Uncharted', 'id': 90835}","[{'iso_3166_1': 'US', 'name': 'United States of America'}",69000000,177856751,"Devoted lifeguard Mitch Buchannon butts heads with a brash new recruit. Together, they uncover a local criminal plot that threatens the future of the Bay.","Don't worry, summer is coming",1829,http://www.thebaywatchmovie.com/,35.637691,178,"Dwayne Johnson, Zac Efron, Priyanka Chopra, Alexandra Daddario","$58,009,442 ",Seth Gordon,https://m.media-amazon.com/images/M/MV5BNTA4MjQ0ODQzNF5BMl5BanBnXkFtZTgwNzA5NjYzMjI@._V1_SX300.jpg,Paramount Pictures,6.1,61%,56%,18%,37%,43%,"Michael Berk (based on the series ""Baywatch"" created by), Douglas Schwartz (based on the series ""Baywatch"" created by), Gregory J. Bonann (based on the series ""Baywatch"" created by), Jay Scherick (story by), David Ronn (story by), Thomas Lennon (story by), Robert Ben Garant (story by), Damian Shannon (screenplay by), Mark Swift (screenplay by)"
297762,tt0451279,Wonder Woman,5/30/2017,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'en', 'name': 'English'}", Action, Adventure,Fantasy,,,141,"[{'name': 'Dune Entertainment', 'id': 444}, {'name': 'Atlas Entertainment', 'id': 507}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'DC Entertainment', 'id': 9993}, {'name': 'Cruel & Unusual Films', 'id': 9995}, {'name': 'TENCENT PICTURES', 'id': 81620}, {'name': 'Wanda Pictures', 'id': 83838}","[{'iso_3166_1': 'US', 'name': 'United States of America'}",149000000,820580447,An Amazon princess comes to the world of Man to become the greatest of the female superheroes.,Power. Grace. Wisdom. Wonder.,5025,http://www.warnerbros.com/wonder-woman,294.337037,179,"Gal Gadot, Chris Pine, Connie Nielsen, Robin Wright","$412,400,625 ",Patty Jenkins,https://m.media-amazon.com/images/M/MV5BNDFmZjgyMTEtYTk5MC00NmY0LWJhZjktOWY2MzI5YjkzODNlXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_SX300.jpg,Warner Bros. Pictures,7.2,72%,75%,93%,76%,79%,"Allan Heinberg (screenplay by), Zack Snyder (story by), Allan Heinberg (story by), Jason Fuchs (story by), William Moulton Marston (Wonder Woman created by)"
282035,tt2345759,The Mummy,6/6/2017,"[{'iso_639_1': 'ar', 'name': 'العربية'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'th', 'name': 'ภาษาไทย'}", Thriller, Action,Adventure,,,110,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Sean Daniel Company', 'id': 19857}, {'name': 'Secret Hideout', 'id': 90517}","[{'iso_3166_1': 'US', 'name': 'United States of America'}",125000000,407778013,"Though safely entombed in a crypt deep beneath the unforgiving desert, an ancient queen whose destiny was unjustly taken from her is awakened in our current day, bringing with her malevolence grown over millennia, and terrors that defy human comprehension.",Welcome To A New World of Gods And Monsters,2122,http://www.themummy.com,33.704935,180,"Tom Cruise, Russell Crowe, Annabelle Wallis, Sofia Boutella","$80,072,590 ",Alex Kurtzman,https://m.media-amazon.com/images/M/MV5BMTkwMTgwODAxMl5BMl5BanBnXkFtZTgwNTEwNTQ3MDI@._V1_SX300.jpg,Universal Pictures,5.4,54%,55%,16%,34%,40%,"David Koepp (screenplay by), Christopher McQuarrie (screenplay by), Dylan Kussman (screenplay by), Jon Spaihts (screen story by), Alex Kurtzman (screen story by), Jenny Lumet (screen story by)"
403119,tt2932536,47 Meters Down,6/15/2017,"[{'iso_639_1': 'en', 'name': 'English'}", Drama, Thriller,Horror,Adventure,,89,"[{'name': 'Dimension Films', 'id': 7405}, {'name': 'Tea Shop & Film Company', 'id': 13161}, {'name': 'The Fyzz Facility', 'id': 63443}, {'name': 'Flexibon Films', 'id': 79822}","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}",5500000,44235023,"Two sisters on Mexican vacation are trapped in a shark observation cage at the bottom of the ocean, with oxygen running low and great whites circling nearby, they have less than an hour of air left to figure out how to get to the surface.",No way out. No way up. No chance in hell.,548,https://47metersdownmovie.com/,52.854103,181,"Mandy Moore, Claire Holt, Chris Johnson, Yani Gellman","$44,305,642 ",Johannes Roberts,https://m.media-amazon.com/images/M/MV5BMjE5MzVlYWMtNTZjZC00MGNiLWE0YzMtNjYwOTI0MDZjMzQ5XkEyXkFqcGdeQXVyNjkxMzAyMTU@._V1_SX300.jpg,Entertainment Studios Motion Pictures,5.1,51%,56%,53%,52%,53%,"Johannes Roberts, Ernest Riera"
260514,tt3606752,Cars 3,6/15/2017,"[{'iso_639_1': 'en', 'name': 'English'}", Family, Comedy,Animation,Adventure,,109,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Pixar Animation Studios', 'id': 3}","[{'iso_3166_1': 'US', 'name': 'United States of America'}",175000000,350170057,"Blindsided by a new generation of blazing-fast racers, the legendary Lightning McQueen is suddenly pushed out of the sport he loves. To get back in the game, he will need the help of an eager young race technician with her own plan to win, inspiration from the late Fabulous Hudson Hornet, and a few unexpected turns. Proving that #95 isn't through yet will test the heart of a champion on Piston Cup Racing’s biggest stage!","From this moment, everything will change",718,http://cars.disney.com,19.148182,182,"Owen Wilson, Cristela Alonzo, Chris Cooper, Nathan Fillion","$152,603,003 ",Brian Fee,https://m.media-amazon.com/images/M/MV5BMTc0NzU2OTYyN15BMl5BanBnXkFtZTgwMTkwOTg2MTI@._V1_SX300.jpg,Walt Disney Pictures,6.6,66%,68%,70%,59%,66%,"Brian Fee (original story by), Ben Queen (original story by), Eyal Podell (original story by), Jonathon E. Stewart (original story by), Kiel Murray (screenplay by), Bob Peterson (screenplay by), Mike Rich (screenplay by), Scott Morse (additional story material)"
