,actors,boxoffice,director,poster_link,production_company,ratings,writer
101,"Sheri Moon Zombie, Jeff Daniel Phillips, Lawrence-Hilton Jacobs, Meg Foster","$779,820",Rob Zombie,https://m.media-amazon.com/images/M/MV5BNTE0NTMzNjE0NV5BMl5BanBnXkFtZTgwMzM4NTM3OTE@._V1_SX300.jpg,Bow and Arrow Entertainment,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",Rob Zombie
102,"Eva Green, Asa Butterfield, Samuel L. Jackson, Judi Dench","$87,240,689",Tim Burton,https://m.media-amazon.com/images/M/MV5BMTU0Nzc5NzI5NV5BMl5BanBnXkFtZTgwNTk1MDE4MDI@._V1_SX300.jpg,20th Century Fox,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '57/100'}]","Ransom Riggs (based upon the novel written by), Jane Goldman (screenplay by)"
103,"Mark Wahlberg, Kurt Russell, Douglas M. Griffin, James DuMont","$73,098,411",Peter Berg,https://m.media-amazon.com/images/M/MV5BOTEzNDU0OTgxM15BMl5BanBnXkFtZTgwNjA0ODM2OTE@._V1_SX300.jpg,Lionsgate,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '68/100'}]","Matthew Michael Carnahan (screenplay by), Matthew Sand (screenplay by), Matthew Sand (screen story), David Barstow (based upon an article by), David Rohde (based upon an article by), Stephanie Saul (based upon an article by)"
104,"Emily Blunt, Haley Bennett, Rebecca Ferguson, Justin Theroux","$75,311,445",Tate Taylor,https://m.media-amazon.com/images/M/MV5BNzFlMjA0ZmUtZWI0Mi00ZGJkLTlmMmYtZmE1ODZiMjhjMGM0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,Universal Pictures,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '48/100'}]","Erin Cressida Wilson (screenplay by), Paula Hawkins (based on the novel by)"
105,"Andrew Garfield, Richard Pyros, Jacob Warner, Milo Gibson","$67,115,062",Mel Gibson,https://m.media-amazon.com/images/M/MV5BMjQ1NjM3MTUxNV5BMl5BanBnXkFtZTgwMDc5MTY5OTE@._V1_SX300.jpg,Summit Entertainment,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '71/100'}]","Robert Schenkkan (screenplay by), Andrew Knight (screenplay by)"
106,"Lewis MacDougall, Sigourney Weaver, Felicity Jones, Toby Kebbell","$3,730,982",J.A. Bayona,https://m.media-amazon.com/images/M/MV5BMTg1OTA5OTkyNV5BMl5BanBnXkFtZTgwODMwNDU5OTE@._V1_SX300.jpg,Focus Features,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '76/100'}]","Patrick Ness (screenplay by), Patrick Ness (based upon the novel written by), Siobhan Dowd (from an original idea by)"
107,"Gaspard Schlatter, Sixtine Murat, Paulin Jaccoud, Michel Vuillermoz","$279,912",Claude Barras,https://m.media-amazon.com/images/M/MV5BMGZhZTMxNWItZDU1Yi00NmM4LTk3NzktZGU5Nzk0ZjdlZjQ4XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,Rita Productions,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '85/100'}]","Céline Sciamma (screenplay writer), Germano Zullo (contributing writer), Claude Barras (contributing writer), Morgan Navarro (contributing writer), Gilles Paris (novel), Michael Sinterniklaas (english script adaptation), Christian La Monte (english script adaptation)"
108,"Tom Hanks, Felicity Jones, Omar Sy, Irrfan Khan","$34,307,024",Ron Howard,https://m.media-amazon.com/images/M/MV5BMTUzNTE2NTkzMV5BMl5BanBnXkFtZTgwMDAzOTUyMDI@._V1_SX300.jpg,Sony Pictures,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '23%'}, {'Source': 'Metacritic', 'Value': '42/100'}]","Dan Brown (based in part on the novel by), David Koepp (screenplay by)"
109,"Ben Affleck, Anna Kendrick, J.K. Simmons, Jon Bernthal","$86,198,014",Gavin O'Connor,https://m.media-amazon.com/images/M/MV5BNjFmN2UwYWEtMmNiNi00YTU5LThiM2YtMmU4YzYzYTA3YWFjXkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_SX300.jpg,Warner Bros. Pictures,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",Bill Dubuque
110,"Charlie Hunnam, Robert Pattinson, Sienna Miller, Tom Holland","$8,554,554",James Gray,https://m.media-amazon.com/images/M/MV5BMjQzNTk3MTkyNF5BMl5BanBnXkFtZTgwMDA2MDQzMTI@._V1_SX300.jpg,Amazon Studios/Bleecker Street Media,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '78/100'}]","James Gray (written for the screen by), David Grann (based on the book by)"
111,"Tom Cruise, Cobie Smulders, Aldis Hodge, Danika Yarosh","$58,676,235",Edward Zwick,https://m.media-amazon.com/images/M/MV5BODQ3ODQ3NDI4NV5BMl5BanBnXkFtZTgwMDY1Mzk5OTE@._V1_SX300.jpg,Paramount Pictures,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}, {'Source': 'Metacritic', 'Value': '47/100'}]","Richard Wenk (screenplay), Edward Zwick (screenplay), Marshall Herskovitz (screenplay), Lee Child (book)"
112,"Zach Galifianakis, Isla Fisher, Jon Hamm, Gal Gadot","$14,896,798",Greg Mottola,https://m.media-amazon.com/images/M/MV5BNDU2OTU1NzE2Ml5BMl5BanBnXkFtZTgwMDQzMzgwMDI@._V1_SX300.jpg,20th Century Fox,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",Michael LeSieur
113,"Annalise Basso, Elizabeth Reaser, Lulu Wilson, Henry Thomas","$34,904,885",Mike Flanagan,https://m.media-amazon.com/images/M/MV5BMTk4NTcxNTQ5NF5BMl5BanBnXkFtZTgwNTk5OTU4OTE@._V1_SX300.jpg,Universal Pictures,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '65/100'}]","Mike Flanagan, Jeff Howard, Juliet Snowden (based on characters created by), Stiles White (based on characters created by)"
114,"Mahershala Ali, Shariff Earp, Duan Sanderson, Alex R. Hibbert","$27,850,910",Barry Jenkins,https://m.media-amazon.com/images/M/MV5BNzQxNTIyODAxMV5BMl5BanBnXkFtZTgwNzQyMDA3OTE@._V1_SX300.jpg,A24 Films,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '99/100'}]","Barry Jenkins (screenplay by), Tarell Alvin McCraney (story by)"
115,"Masey McLain, Ben Davies, Cameron McKendry, Terri Minton","$2,080,932",Brian Baugh,https://m.media-amazon.com/images/M/MV5BMDA0MDk5M2ItMDc5Yy00ZjVlLTg4YTYtMmRkMjc4ZDg4ZjU2XkEyXkFqcGdeQXVyNDY3NDM0ODE@._V1_SX300.jpg,Visible Pictures,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}, {'Source': 'Metacritic', 'Value': '31/100'}]","Philipa A. Booyens, Robin Hanley (screenwriter), Robin Hanley, Kari Redmond, Bodie Thoene (screenplay), Bodie Thoene (screenwriter), Bodie Thoene"
116,"Benedict Cumberbatch, Chiwetel Ejiofor, Rachel McAdams, Benedict Wong","$232,630,718",Scott Derrickson,https://m.media-amazon.com/images/M/MV5BNjgwNzAzNjk1Nl5BMl5BanBnXkFtZTgwMzQ2NjI1OTE@._V1_SX300.jpg,Walt Disney Pictures,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '72/100'}]","Jon Spaihts, Scott Derrickson, C. Robert Cargill, Stan Lee (based on the Marvel comics by), Steve Ditko (based on the Marvel comics by)"
117,"Amy Adams, Jake Gyllenhaal, Michael Shannon, Aaron Taylor-Johnson","$10,639,114",Tom Ford,https://m.media-amazon.com/images/M/MV5BMTYwMzMwMzgxNl5BMl5BanBnXkFtZTgwMTA0MTUzMDI@._V1_SX300.jpg,Focus Features,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '67/100'}]","Tom Ford (screenplay by), Austin Wright (novel)"
118,"Ruth Negga, Joel Edgerton, Will Dalton, Dean Mumford","$7,696,098",Jeff Nichols,https://m.media-amazon.com/images/M/MV5BMjE4NTI3NjIzOF5BMl5BanBnXkFtZTgwNjI0NTI5ODE@._V1_SX300.jpg,Big Beach Films,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",Jeff Nichols
119,"Miles Teller, Aaron Eckhart, Katey Sagal, Ciarán Hinds","$5,051,927",Ben Younger,https://m.media-amazon.com/images/M/MV5BMjAwNzgyNTUxMF5BMl5BanBnXkFtZTgwNzc0ODc1OTE@._V1_SX300.jpg,Open Road Films,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '62/100'}]","Ben Younger (screenplay by), Ben Younger (story by), Pippa Bianco (story by), Angelo Pizzo (story by)"
120,"Amy Adams, Jeremy Renner, Forest Whitaker, Michael Stuhlbarg","$100,501,349",Denis Villeneuve,https://m.media-amazon.com/images/M/MV5BMTExMzU0ODcxNDheQTJeQWpwZ15BbWU4MDE1OTI4MzAy._V1_SX300.jpg,21 Laps Entertainment,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '81/100'}]","Eric Heisserer (screenplay by), Ted Chiang (based on the story ""Story of Your Life"" written by)"
121,"Danny Glover, Gabrielle Union, Mo'Nique, Kimberly Elise","$41,715,860",David E. Talbert,https://m.media-amazon.com/images/M/MV5BMjM1MTkwNTQ1Ml5BMl5BanBnXkFtZTgwNTc5ODgxOTE@._V1_SX300.jpg,Will Packer Productions,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",David E. Talbert
122,"James McAvoy, Anya Taylor-Joy, Betty Buckley, Haley Lu Richardson","$138,120,085",M. Night Shyamalan,https://m.media-amazon.com/images/M/MV5BZTJiNGM2NjItNDRiYy00ZjY0LTgwNTItZDBmZGRlODQ4YThkL2ltYWdlXkEyXkFqcGdeQXVyMjY5ODI4NDk@._V1_SX300.jpg,Universal Pictures,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",M. Night Shyamalan
123,"Eddie Redmayne, Sam Redford, Scott Goldman, Tim Bentinck","$234,018,657",David Yates,https://m.media-amazon.com/images/M/MV5BMjMxOTM1OTI4MV5BMl5BanBnXkFtZTgwODE5OTYxMDI@._V1_SX300.jpg,Warner Bros. Pictures,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",J.K. Rowling
124,"Brad Pitt, Vincent Ebrahim, Xavier de Guillebon, Marion Cotillard","$40,069,087",Robert Zemeckis,https://m.media-amazon.com/images/M/MV5BZWEyMzg4ZWUtYmZhMC00Yjk2LWEyYjktODVmN2M3YTA2ZmNjXkEyXkFqcGdeQXVyNjQ2Mjg3OTI@._V1_SX300.jpg,Paramount Pictures,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '61%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",Steven Knight
125,"Hailee Steinfeld, Haley Lu Richardson, Blake Jenner, Kyra Sedgwick","$14,260,193",Kelly Fremon Craig,https://m.media-amazon.com/images/M/MV5BODE2NjE4NjYyMV5BMl5BanBnXkFtZTgwNzk3MjQ0OTE@._V1_SX300.jpg,STX Entertainment,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",Kelly Fremon Craig
126,"Billy Bob Thornton, Kathy Bates, Tony Cox, Christina Hendricks","$17,664,973",Mark Waters,https://m.media-amazon.com/images/M/MV5BMjM2MjE5Mzc4OF5BMl5BanBnXkFtZTgwMjc3NjEyMDI@._V1_SX300.jpg,Miramax/Broad Green,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '23%'}, {'Source': 'Metacritic', 'Value': '38/100'}]","Johnny Rosenthal, Shauna Cross, Glenn Ficarra (based on characters created by), John Requa (based on characters created by)"
127,"Auli'i Cravalho, Dwayne Johnson, Rachel House, Temuera Morrison","$248,752,120","Ron Clements, John Musker, Don Hall(co-director), Chris Williams(co-director)",https://m.media-amazon.com/images/M/MV5BMjI4MzU5NTExNF5BMl5BanBnXkFtZTgwNzY1MTEwMDI@._V1_SX300.jpg,Walt Disney Pictures,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '81/100'}]","Jared Bush (screenplay by), Ron Clements (story by), John Musker (story by), Chris Williams (story by), Don Hall (story by), Pamela Ribon (story by), Aaron Kandell (story by), Jordan Kandell (story by)"
128,"Matthew McConaughey, Reese Witherspoon, Seth MacFarlane, Scarlett Johansson","$270,322,940","Garth Jennings, Christophe Lourdelet(co-director)",https://m.media-amazon.com/images/M/MV5BMTYzODYzODU2Ml5BMl5BanBnXkFtZTgwNTc1MTA2NzE@._V1_SX300.jpg,Illumination Entertainment,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",Garth Jennings
129,"Sunny Pawar, Abhishek Bharate, Priyanka Bose, Khushi Solanki","$51,694,854",Garth Davis,https://m.media-amazon.com/images/M/MV5BMjA3NjkzNjg2MF5BMl5BanBnXkFtZTgwMDkyMzgzMDI@._V1_SX300.jpg,See-Saw Films,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '69/100'}]","Saroo Brierley (adapted from the book ""A Long Way Home"" by), Luke Davies (screenplay by)"
130,"Michael Keaton, Nick Offerman, John Carroll Lynch, Linda Cardellini","$12,785,093",John Lee Hancock,https://m.media-amazon.com/images/M/MV5BMzExNDg0MDk1M15BMl5BanBnXkFtZTgwNzE1Mjg0MDI@._V1_SX300.jpg,The Weinstein Company,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",Robert Siegel
131,"Jason Bateman, Olivia Munn, T.J. Miller, Jennifer Aniston","$54,730,514","Josh Gordon, Will Speck",https://m.media-amazon.com/images/M/MV5BNTI2MDE5MjQ3MV5BMl5BanBnXkFtZTgwNjA0MTUzMDI@._V1_SX300.jpg,Paramount Pictures,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '41%'}, {'Source': 'Metacritic', 'Value': '42/100'}]","Jon Lucas (story by), Scott Moore (story by), Timothy Dowling (story by), Justin Malen (screenplay by), Laura Solon (screenplay by), Dan Mazer (screenplay by)"
132,"Jessica Chastain, David Wilson Barnes, John Lithgow, Alison Pill","$3,439,171",John Madden,https://m.media-amazon.com/images/M/MV5BMTAyODY4Njc4MjBeQTJeQWpwZ15BbWU4MDI0NTIzMDAy._V1_SX300.jpg,EuropaCorp,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",Jonathan Perera
133,"Kate Beckinsale, Theo James, Tobias Menzies, Lara Pulver","$30,348,260",Anna Foerster,https://m.media-amazon.com/images/M/MV5BMjI5Njk0NTIyNV5BMl5BanBnXkFtZTgwNjU4MjY5MDI@._V1_SX300.jpg,Lakeshore Entertainment,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}, {'Source': 'Metacritic', 'Value': '23/100'}]","Cory Goodman (screenplay by), Kyle Ward (story by), Cory Goodman (story by), Kevin Grevioux (based on characters created by), Len Wiseman (based on characters created by), Danny McBride (based on characters created by)"
134,"Ryan Gosling, Emma Stone, Amiée Conn, Terry Walters","$151,058,124",Damien Chazelle,https://m.media-amazon.com/images/M/MV5BMzUzNDM2NzM2MV5BMl5BanBnXkFtZTgwNTM3NTg4OTE@._V1_SX300.jpg,Liongate Films,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '93/100'}]",Damien Chazelle
135,"Natalie Portman, Peter Sarsgaard, Greta Gerwig, Billy Crudup","$13,958,679",Pablo Larraín,https://m.media-amazon.com/images/M/MV5BMzg4MjYzNjk5N15BMl5BanBnXkFtZTgwODgwODI3MDI@._V1_SX300.jpg,Fox Searchlight Pictures,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",Noah Oppenheim
136,"Will Smith, Edward Norton, Kate Winslet, Michael Peña","$30,982,955",David Frankel,https://m.media-amazon.com/images/M/MV5BMTQ5ODE4MTY2NV5BMl5BanBnXkFtZTgwMzM2NzEzMDI@._V1_SX300.jpg,New Line Cinema,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '23/100'}]",Allan Loeb
137,"Taraji P. Henson, Octavia Spencer, Janelle Monáe, Kevin Costner","$169,385,416",Theodore Melfi,https://m.media-amazon.com/images/M/MV5BMzg2Mzg4YmUtNDdkNy00NWY1LWE3NmEtZWMwNGNlMzE5YzU3XkEyXkFqcGdeQXVyMjA5MTIzMjQ@._V1_SX300.jpg,20th Century Fox,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '74/100'}]","Allison Schroeder (screenplay by), Theodore Melfi (screenplay by), Margot Lee Shetterly (based on the book by)"
138,"Mark Wahlberg, Dicky Eklund Jr., Michael Marchand, Rhet Kidd","$31,856,991",Peter Berg,https://m.media-amazon.com/images/M/MV5BODYxMDc0NTg2Nl5BMl5BanBnXkFtZTgwNjY0NDYzOTE@._V1_SX300.jpg,CBS Films,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '69/100'}]","Peter Berg (screenplay), Matt Cook (screenplay), Joshua Zetumer (screenplay), Peter Berg (story), Matt Cook (story), Paul Tamasy (story), Eric Johnson (story)"
139,"Felicity Jones, Diego Luna, Alan Tudyk, Donnie Yen","$532,171,696",Gareth Edwards,https://m.media-amazon.com/images/M/MV5BMjEwMzMxODIzOV5BMl5BanBnXkFtZTgwNzg3OTAzMDI@._V1_SX300.jpg,Walt Disney Pictures,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '65/100'}]","Chris Weitz (screenplay by), Tony Gilroy (screenplay by), John Knoll (story by), Gary Whitta (story by), George Lucas (based on characters created by)"
140,"Elle Fanning, Dane DeHaan, Carly Rae Jepsen, Maddie Ziegler","$21,797,758","Eric Summer, Éric Warin, Mimi Maynard, Paulette Victor-Lifton",https://m.media-amazon.com/images/M/MV5BZjEzMmFlNWUtYTFhOC00ZDMxLTllZmItZjc3ODMwNTk2ZmNlXkEyXkFqcGdeQXVyNTY2ODgzODg@._V1_SX300.jpg,The Weinstein Company,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '48/100'}]","Eric Summer (original idea), Eric Summer (original story), Laurent Zeitoun (original story), Carol Noble (screenplay), Laurent Zeitoun (screenplay), Eric Summer (screenplay)"
141,"Matt Damon, Tian Jing, Willem Dafoe, Andy Lau","$45,125,480",Yimou Zhang,https://m.media-amazon.com/images/M/MV5BMjA3MjAzOTQxNF5BMl5BanBnXkFtZTgwOTc5OTY1OTE@._V1_SX300.jpg,Universal Pictures,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}, {'Source': 'Metacritic', 'Value': '42/100'}]","Carlo Bernard (screenplay), Doug Miro (screenplay), Tony Gilroy (screenplay), Max Brooks (story), Edward Zwick (story), Marshall Herskovitz (story)"
142,"Jennifer Lawrence, Chris Pratt, Michael Sheen, Laurence Fishburne","$100,014,092",Morten Tyldum,https://m.media-amazon.com/images/M/MV5BZjk4ZTMwMTYtOTk1NC00OTA0LWFhMGYtZTBjMzViMDY2YWZjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,Columbia Pictures,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",Jon Spaihts
143,"Michael Fassbender, Marion Cotillard, Jeremy Irons, Brendan Gleeson","$54,645,723",Justin Kurzel,https://m.media-amazon.com/images/M/MV5BNzE1OTczNTc1OF5BMl5BanBnXkFtZTgwMzgyMDI3MDI@._V1_SX300.jpg,20th Century Fox,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '36/100'}]","Michael Lesslie (screenplay by), Adam Cooper (screenplay by), Bill Collage (screenplay by)"
144,"Lucas Till, Jane Levy, Thomas Lennon, Barry Pepper","$33,243,820",Chris Wedge,https://m.media-amazon.com/images/M/MV5BMTEyMjAzMDk4ODZeQTJeQWpwZ15BbWU4MDUxNzMzMDEy._V1_SX300.jpg,Paramount Pictures,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}, {'Source': 'Metacritic', 'Value': '41/100'}]","Derek Connolly (screenplay by), Matthew Robinson (story by), Jonathan Aibel (story by), Glenn Berger (story by)"
145,"Andrew Garfield, Adam Driver, Liam Neeson, Tadanobu Asano","$7,063,885",Martin Scorsese,https://m.media-amazon.com/images/M/MV5BMjY3OTk0NjA2NV5BMl5BanBnXkFtZTgwNTg3Mjc2MDI@._V1_SX300.jpg,Paramount Pictures,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '79/100'}]","Jay Cocks (screenplay by), Martin Scorsese (screenplay by), Shûsaku Endô (based on the novel by)"
146,"Matthew McConaughey, Edgar Ramírez, Bryce Dallas Howard, Corey Stoll","$7,222,964",Stephen Gaghan,https://m.media-amazon.com/images/M/MV5BNjEwNzMzMDI4Nl5BMl5BanBnXkFtZTgwMTM2ODkwMTI@._V1_SX300.jpg,TWC-Dimension,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '49/100'}]","Patrick Massett, John Zinman"
147,"Ben Affleck, Elle Fanning, Remo Girone, Brendan Gleeson","$10,377,558",Ben Affleck,https://m.media-amazon.com/images/M/MV5BMjc3MDIyMjgzNl5BMl5BanBnXkFtZTgwMzUxOTg3MDI@._V1_SX300.jpg,Warner Bros. Pictures,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '49/100'}]","Ben Affleck (screenplay by), Dennis Lehane (based on the novel by)"
148,"Jamie Foxx, Michelle Monaghan, Scoot McNairy, Dermot Mulroney","$20,757,977",Baran bo Odar,https://m.media-amazon.com/images/M/MV5BNjEwMDAyOTM4OV5BMl5BanBnXkFtZTgwMzc4MjMyMDI@._V1_SX300.jpg,Open Road Films,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '24%'}, {'Source': 'Metacritic', 'Value': '34/100'}]","Andrea Berloff (screenplay by), Frédéric Jardin (based on the film ""Nuit blanche"" written by), Nicolas Saada (based on the film ""Nuit blanche"" written by), Olivier Douyère (based on the film ""Nuit blanche"" written by)"
149,"Douglas Smith, Lucien Laviscount, Cressida Bonas, Doug Jones","$22,377,458",Stacy Title,https://m.media-amazon.com/images/M/MV5BMTcxOTE5NzQwNF5BMl5BanBnXkFtZTgwOTMzMTc1ODE@._V1_SX300.jpg,STX Entertainment,"[{'Source': 'Internet Movie Database', 'Value': '4.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}, {'Source': 'Metacritic', 'Value': '37/100'}]","Jonathan Penner (screenplay by), Robert Damon Schneck (based on ""The Bridge to Body Island"" by)"
150,"Vin Diesel, Donnie Yen, Deepika Padukone, Kris Wu","$44,850,317",D.J. Caruso,https://m.media-amazon.com/images/M/MV5BMzcwMjkxMzQ3NV5BMl5BanBnXkFtZTgwMzgyNDA5MDI@._V1_SX300.jpg,Paramount Pictures,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '42/100'}]","Rich Wilkes (based on characters created by), F. Scott Frazier"
151,"Josh Gad, Dennis Quaid, Peggy Lipton, Bryce Gheisar","$64,304,940",Lasse Hallström,https://m.media-amazon.com/images/M/MV5BNDQ4NjkxNzgzN15BMl5BanBnXkFtZTgwMjAzODQ4OTE@._V1_SX300.jpg,Amblin Entertainment,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '34%'}, {'Source': 'Metacritic', 'Value': '43/100'}]","W. Bruce Cameron (screenplay by), Cathryn Michon (screenplay by), Audrey Wells (screenplay by), Maya Forbes (screenplay by), Wallace Wolodarsky (screenplay), W. Bruce Cameron (based on the novel by)"
